id_a,firstname_a,middlename_a,surname_a,sex_a,postcode_a,dob_a,first1_a,first2_a,middle1_a,middle2_a,sur1_a,sur2_a,title_a,shortfirst1_a,initfirst1_a,shortfirst2_a,initfirst2_a,shortmiddle1_a,initmiddle1_a,shortmiddle2_a,initmiddle2_a,shortsur1_a,initsur1_a,shortsur2_a,initsur2_a,initials_a,daybirth_a,monthbirth_a,yearbirth_a,pcarea_a,pcdistrict_a,age_a,id_b,firstname_b,middlename_b,surname_b,sex_b,postcode_b,dob_b,first1_b,first2_b,middle1_b,middle2_b,sur1_b,sur2_b,title_b,shortfirst1_b,initfirst1_b,shortfirst2_b,initfirst2_b,shortmiddle1_b,initmiddle1_b,shortmiddle2_b,initmiddle2_b,shortsur1_b,initsur1_b,shortsur2_b,initsur2_b,initials_b,daybirth_b,monthbirth_b,yearbirth_b,pcarea_b,pcdistrict_b,age_b,Match_Status,matched_on
DN172NJ_124,,LUCAS,JAMES,1,DN172NJ,1986-02-06,,,LUCAS,,JAMES,,,,,,,LUC,L,,,JAM,J,,,LJ,6,2,1986,DN,DN17,40,DN172NJ_124,,LUCAS,JAMES,1,DN172NJ,1986-02-06,,,LUCAS,,JAMES,,,,,,,LUC,L,,,JAM,J,,,LJ,6,2,1986,DN,DN17,40,1,EXACT
DN172NJ_126,THEO,GEORGE,JAMES,1,DN172NJ,1985-03-03,THEO,,GEORGE,,JAMES,,,THE,T,,,GEO,G,,,JAM,J,,,TGJ,3,3,1985,DN,DN17,41,DN172NJ_126,THEO,GEORGE,JAMES,1,DN172NJ,1985-03-03,THEO,,GEORGE,,JAMES,,,THE,T,,,GEO,G,,,JAM,J,,,TGJ,3,3,1985,DN,DN17,41,1,EXACT
DN172NJ_128,LUCAS,CAMERON,MURRAY,1,DN172NJ,1986-03-05,LUCAS,,CAMERON,,MURRAY,,,LUC,L,,,CAM,C,,,MUR,M,,,LCM,5,3,1986,DN,DN17,40,DN172NJ_128,LUCAS,CAMERON,MURRAY,1,DN172NJ,1986-03-05,LUCAS,,CAMERON,,MURRAY,,,LUC,L,,,CAM,C,,,MUR,M,,,LCM,5,3,1986,DN,DN17,40,1,EXACT
DN172NJ_14,DAISY,THEA,BOOTH,2,DN172NJ,1989-03-08,DAISY,,THEA,,BOOTH,,,DAI,D,,,THE,T,,,BOO,B,,,DTB,8,3,1989,DN,DN17,37,DN172NJ_14,DAISY,THEA,BOOTH,2,DN172NJ,1989-03-08,DAISY,,THEA,,BOOTH,,,DAI,D,,,THE,T,,,BOO,B,,,DTB,8,3,1989,DN,DN17,37,1,EXACT
DN172NJ_16,,MUHAMMAD,,1,DN172NJ,1985-01-02,,,MUHAMMAD,,,,,,,,,MUH,M,,,,,,,M,2,1,1985,DN,DN17,41,DN172NJ_16,,MUHAMMAD,,1,DN172NJ,1985-01-02,,,MUHAMMAD,,,,,,,,,MUH,M,,,,,,,M,2,1,1985,DN,DN17,41,1,EXACT
DN172NJ_19,THEO,,MURRAY,1,DN172NJ,1990-03-07,THEO,,,,MURRAY,,,THE,T,,,,,,,MUR,M,,,TM,7,3,1990,DN,DN17,36,DN172NJ_19,THEO,,MURRAY,1,DN172NJ,1990-03-07,THEO,,,,MURRAY,,,THE,T,,,,,,,MUR,M,,,TM,7,3,1990,DN,DN17,36,1,EXACT
DN172NJ_20,MUHAMMAD,RILEY,CHAPMAN,1,DN172NJ,1989-03-08,MUHAMMAD,,RILEY,,CHAPMAN,,,MUH,M,,,RIL,R,,,CHA,C,,,MRC,8,3,1989,DN,DN17,37,DN172NJ_20,MUHAMMAD,RILEY,CHAPMAN,1,DN172NJ,1989-03-08,MUHAMMAD,,RILEY,,CHAPMAN,,,MUH,M,,,RIL,R,,,CHA,C,,,MRC,8,3,1989,DN,DN17,37,1,EXACT
DN172NJ_25,RILEY,,HARRISON,1,DN172NJ,1985-03-05,RILEY,,,,HARRISON,,,RIL,R,,,,,,,HAR,H,,,RH,5,3,1985,DN,DN17,41,DN172NJ_25,RILEY,,HARRISON,1,DN172NJ,1985-03-05,RILEY,,,,HARRISON,,,RIL,R,,,,,,,HAR,H,,,RH,5,3,1985,DN,DN17,41,1,EXACT
DN172NJ_26,CALLUM,HARRISON,ROBINSON,1,DN172NJ,1986-02-01,CALLUM,,HARRISON,,ROBINSON,,,CAL,C,,,HAR,H,,,ROB,R,,,CHR,1,2,1986,DN,DN17,40,DN172NJ_26,CALLUM,HARRISON,ROBINSON,1,DN172NJ,1986-02-01,CALLUM,,HARRISON,,ROBINSON,,,CAL,C,,,HAR,H,,,ROB,R,,,CHR,1,2,1986,DN,DN17,40,1,EXACT
DN172NJ_28,DYLAN,HARRISON,EVANS,1,DN172NJ,1987-01-06,DYLAN,,HARRISON,,EVANS,,,DYL,D,,,HAR,H,,,EVA,E,,,DHE,6,1,1987,DN,DN17,39,DN172NJ_28,DYLAN,HARRISON,EVANS,1,DN172NJ,1987-01-06,DYLAN,,HARRISON,,EVANS,,,DYL,D,,,HAR,H,,,EVA,E,,,DHE,6,1,1987,DN,DN17,39,1,EXACT
DN172NJ_32,HOLLIE,,EVANS,2,DN172NJ,1992-03-04,HOLLIE,,,,EVANS,,,HOL,H,,,,,,,EVA,E,,,HE,4,3,1992,DN,DN17,34,DN172NJ_32,HOLLIE,,EVANS,2,DN172NJ,1992-03-04,HOLLIE,,,,EVANS,,,HOL,H,,,,,,,EVA,E,,,HE,4,3,1992,DN,DN17,34,1,EXACT
DN172NJ_34,HOLLIE,,HARRISON,2,DN172NJ,1987-01-02,HOLLIE,,,,HARRISON,,,HOL,H,,,,,,,HAR,H,,,HH,2,1,1987,DN,DN17,39,DN172NJ_34,HOLLIE,,HARRISON,2,DN172NJ,1987-01-02,HOLLIE,,,,HARRISON,,,HOL,H,,,,,,,HAR,H,,,HH,2,1,1987,DN,DN17,39,1,EXACT
DN172NJ_37,DAISY,,HARRISON,2,DN172NJ,1986-03-07,DAISY,,,,HARRISON,,,DAI,D,,,,,,,HAR,H,,,DH,7,3,1986,DN,DN17,40,DN172NJ_37,DAISY,,HARRISON,2,DN172NJ,1986-03-07,DAISY,,,,HARRISON,,,DAI,D,,,,,,,HAR,H,,,DH,7,3,1986,DN,DN17,40,1,EXACT
DN172NJ_40,CAMERON,,HOPKINS,1,DN172NJ,1989-03-07,CAMERON,,,,HOPKINS,,,CAM,C,,,,,,,HOP,H,,,CH,7,3,1989,DN,DN17,37,DN172NJ_40,CAMERON,,HOPKINS,1,DN172NJ,1989-03-07,CAMERON,,,,HOPKINS,,,CAM,C,,,,,,,HOP,H,,,CH,7,3,1989,DN,DN17,37,1,EXACT
DN172NJ_44,,MADDISON,ROBINSON,2,DN172NJ,1984-02-01,,,MADDISON,,ROBINSON,,,,,,,MAD,M,,,ROB,R,,,MR,1,2,1984,DN,DN17,42,DN172NJ_44,,MADDISON,ROBINSON,2,DN172NJ,1984-02-01,,,MADDISON,,ROBINSON,,,,,,,MAD,M,,,ROB,R,,,MR,1,2,1984,DN,DN17,42,1,EXACT
DN172NJ_47,MUHAMMAD,THEO,COLLINS,1,DN172NJ,1993-03-07,MUHAMMAD,,THEO,,COLLINS,,,MUH,M,,,THE,T,,,COL,C,,,MTC,7,3,1993,DN,DN17,33,DN172NJ_47,MUHAMMAD,THEO,COLLINS,1,DN172NJ,1993-03-07,MUHAMMAD,,THEO,,COLLINS,,,MUH,M,,,THE,T,,,COL,C,,,MTC,7,3,1993,DN,DN17,33,1,EXACT
DN172NJ_55,HOLLIE,LYLA,HOPKINS,2,DN172NJ,1993-01-07,HOLLIE,,LYLA,,HOPKINS,,,HOL,H,,,LYL,L,,,HOP,H,,,HLH,7,1,1993,DN,DN17,33,DN172NJ_55,HOLLIE,LYLA,HOPKINS,2,DN172NJ,1993-01-07,HOLLIE,,LYLA,,HOPKINS,,,HOL,H,,,LYL,L,,,HOP,H,,,HLH,7,1,1993,DN,DN17,33,1,EXACT
DN172NJ_56,HARRISON,CHARLIE,HOPKINS,1,DN172NJ,1986-02-06,HARRISON,,CHARLIE,,HOPKINS,,,HAR,H,,,CHA,C,,,HOP,H,,,HCH,6,2,1986,DN,DN17,40,DN172NJ_56,HARRISON,CHARLIE,HOPKINS,1,DN172NJ,1986-02-06,HARRISON,,CHARLIE,,HOPKINS,,,HAR,H,,,CHA,C,,,HOP,H,,,HCH,6,2,1986,DN,DN17,40,1,EXACT
DN172NJ_57,,ESME,HARRISON,2,DN172NJ,1984-02-06,,,ESME,,HARRISON,,,,,,,ESM,E,,,HAR,H,,,EH,6,2,1984,DN,DN17,42,DN172NJ_57,,ESME,HARRISON,2,DN172NJ,1984-02-06,,,ESME,,HARRISON,,,,,,,ESM,E,,,HAR,H,,,EH,6,2,1984,DN,DN17,42,1,EXACT
DN172NJ_6,HOLLIE,LENA,ROBINSON,2,DN172NJ,1989-03-07,HOLLIE,,LENA,,ROBINSON,,,HOL,H,,,LEN,L,,,ROB,R,,,HLR,7,3,1989,DN,DN17,37,DN172NJ_6,HOLLIE,LENA,ROBINSON,2,DN172NJ,1989-03-07,HOLLIE,,LENA,,ROBINSON,,,HOL,H,,,LEN,L,,,ROB,R,,,HLR,7,3,1989,DN,DN17,37,1,EXACT
DN172NJ_63,FLORENCE,,COLLINS,2,DN172NJ,1993-01-01,FLORENCE,,,,COLLINS,,,FLO,F,,,,,,,COL,C,,,FC,1,1,1993,DN,DN17,33,DN172NJ_63,FLORENCE,,COLLINS,2,DN172NJ,1993-01-01,FLORENCE,,,,COLLINS,,,FLO,F,,,,,,,COL,C,,,FC,1,1,1993,DN,DN17,33,1,EXACT
DN172NJ_80,,GEORGE,HARRISON,1,DN172NJ,1993-02-08,,,GEORGE,,HARRISON,,,,,,,GEO,G,,,HAR,H,,,GH,8,2,1993,DN,DN17,33,DN172NJ_80,,GEORGE,HARRISON,1,DN172NJ,1993-02-08,,,GEORGE,,HARRISON,,,,,,,GEO,G,,,HAR,H,,,GH,8,2,1993,DN,DN17,33,1,EXACT
DN172NJ_81,,,JAMES,1,DN172NJ,1993-01-02,,,,,JAMES,,,,,,,,,,,JAM,J,,,J,2,1,1993,DN,DN17,33,DN172NJ_81,,,JAMES,1,DN172NJ,1993-01-02,,,,,JAMES,,,,,,,,,,,JAM,J,,,J,2,1,1993,DN,DN17,33,1,EXACT
DN172NJ_82,HOLLIE,MADDISON,HOPKINS,2,DN172NJ,1989-03-05,HOLLIE,,MADDISON,,HOPKINS,,,HOL,H,,,MAD,M,,,HOP,H,,,HMH,5,3,1989,DN,DN17,37,DN172NJ_82,HOLLIE,MADDISON,HOPKINS,2,DN172NJ,1989-03-05,HOLLIE,,MADDISON,,HOPKINS,,,HOL,H,,,MAD,M,,,HOP,H,,,HMH,5,3,1989,DN,DN17,37,1,EXACT
DN172NJ_84,,,ROBINSON,1,DN172NJ,1992-01-06,,,,,ROBINSON,,,,,,,,,,,ROB,R,,,R,6,1,1992,DN,DN17,34,DN172NJ_84,,,ROBINSON,1,DN172NJ,1992-01-06,,,,,ROBINSON,,,,,,,,,,,ROB,R,,,R,6,1,1992,DN,DN17,34,1,EXACT
DN172NJ_86,CAMERON,,EVANS,1,DN172NJ,1992-01-02,CAMERON,,,,EVANS,,,CAM,C,,,,,,,EVA,E,,,CE,2,1,1992,DN,DN17,34,DN172NJ_86,CAMERON,,EVANS,1,DN172NJ,1992-01-02,CAMERON,,,,EVANS,,,CAM,C,,,,,,,EVA,E,,,CE,2,1,1992,DN,DN17,34,1,EXACT
DN172NJ_89,THEA,LENA,,2,DN172NJ,1986-01-01,THEA,,LENA,,,,,THE,T,,,LEN,L,,,,,,,TL,1,1,1986,DN,DN17,40,DN172NJ_89,THEA,LENA,,2,DN172NJ,1986-01-01,THEA,,LENA,,,,,THE,T,,,LEN,L,,,,,,,TL,1,1,1986,DN,DN17,40,1,EXACT
DN172NJ_91,MADDISON,ESME,MURRAY,2,DN172NJ,1987-01-01,MADDISON,,ESME,,MURRAY,,,MAD,M,,,ESM,E,,,MUR,M,,,MEM,1,1,1987,DN,DN17,39,DN172NJ_91,MADDISON,ESME,MURRAY,2,DN172NJ,1987-01-01,MADDISON,,ESME,,MURRAY,,,MAD,M,,,ESM,E,,,MUR,M,,,MEM,1,1,1987,DN,DN17,39,1,EXACT
DN172NJ_92,,HARRISON,COLLINS,1,DN172NJ,1988-03-08,,,HARRISON,,COLLINS,,,,,,,HAR,H,,,COL,C,,,HC,8,3,1988,DN,DN17,38,DN172NJ_92,,HARRISON,COLLINS,1,DN172NJ,1988-03-08,,,HARRISON,,COLLINS,,,,,,,HAR,H,,,COL,C,,,HC,8,3,1988,DN,DN17,38,1,EXACT
DN172NJ_95,,,ROBINSON,1,DN172NJ,1988-01-01,,,,,ROBINSON,,,,,,,,,,,ROB,R,,,R,1,1,1988,DN,DN17,38,DN172NJ_95,,,ROBINSON,1,DN172NJ,1988-01-01,,,,,ROBINSON,,,,,,,,,,,ROB,R,,,R,1,1,1988,DN,DN17,38,1,EXACT
DN172NJ_96,DAISY,,COLLINS,2,DN172NJ,1984-02-08,DAISY,,,,COLLINS,,,DAI,D,,,,,,,COL,C,,,DC,8,2,1984,DN,DN17,42,DN172NJ_96,DAISY,,COLLINS,2,DN172NJ,1984-02-08,DAISY,,,,COLLINS,,,DAI,D,,,,,,,COL,C,,,DC,8,2,1984,DN,DN17,42,1,EXACT
DN320NX_10,GEORGE,MUHAMMAD,CHAPMAN,1,DN320NX,1992-01-02,GEORGE,,MUHAMMAD,,CHAPMAN,,,GEO,G,,,MUH,M,,,CHA,C,,,GMC,2,1,1992,DN,DN32,34,DN320NX_10,GEORGE,MUHAMMAD,CHAPMAN,1,DN320NX,1992-01-02,GEORGE,,MUHAMMAD,,CHAPMAN,,,GEO,G,,,MUH,M,,,CHA,C,,,GMC,2,1,1992,DN,DN32,34,1,EXACT
DN320NX_103,FLORENCE,HOLLIE,WALLACE,2,DN320NX,1983-03-01,FLORENCE,,HOLLIE,,WALLACE,,,FLO,F,,,HOL,H,,,WAL,W,,,FHW,1,3,1983,DN,DN32,43,DN320NX_103,FLORENCE,HOLLIE,WALLACE,2,DN320NX,1983-03-01,FLORENCE,,HOLLIE,,WALLACE,,,FLO,F,,,HOL,H,,,WAL,W,,,FHW,1,3,1983,DN,DN32,43,1,EXACT
DN320NX_107,GEORGE,CHARLIE,BOOTH,1,DN320NX,1985-02-04,GEORGE,,CHARLIE,,BOOTH,,,GEO,G,,,CHA,C,,,BOO,B,,,GCB,4,2,1985,DN,DN32,41,DN320NX_107,GEORGE,CHARLIE,BOOTH,1,DN320NX,1985-02-04,GEORGE,,CHARLIE,,BOOTH,,,GEO,G,,,CHA,C,,,BOO,B,,,GCB,4,2,1985,DN,DN32,41,1,EXACT
DN320NX_108,DAISY,,JAMES,2,DN320NX,1985-02-07,DAISY,,,,JAMES,,,DAI,D,,,,,,,JAM,J,,,DJ,7,2,1985,DN,DN32,41,DN320NX_108,DAISY,,JAMES,2,DN320NX,1985-02-07,DAISY,,,,JAMES,,,DAI,D,,,,,,,JAM,J,,,DJ,7,2,1985,DN,DN32,41,1,EXACT
DN320NX_11,THEO,,WALLACE,1,DN320NX,1993-02-03,THEO,,,,WALLACE,,,THE,T,,,,,,,WAL,W,,,TW,3,2,1993,DN,DN32,33,DN320NX_11,THEO,,WALLACE,1,DN320NX,1993-02-03,THEO,,,,WALLACE,,,THE,T,,,,,,,WAL,W,,,TW,3,2,1993,DN,DN32,33,1,EXACT
DN320NX_111,,HARRISON,HARRISON,1,DN320NX,1988-01-07,,,HARRISON,,HARRISON,,,,,,,HAR,H,,,HAR,H,,,HH,7,1,1988,DN,DN32,38,DN320NX_111,,HARRISON,HARRISON,1,DN320NX,1988-01-07,,,HARRISON,,HARRISON,,,,,,,HAR,H,,,HAR,H,,,HH,7,1,1988,DN,DN32,38,1,EXACT
DN320NX_112,GEORGE,CALLUM,COLLINS,1,DN320NX,1991-02-07,GEORGE,,CALLUM,,COLLINS,,,GEO,G,,,CAL,C,,,COL,C,,,GCC,7,2,1991,DN,DN32,35,DN320NX_112,GEORGE,CALLUM,COLLINS,1,DN320NX,1991-02-07,GEORGE,,CALLUM,,COLLINS,,,GEO,G,,,CAL,C,,,COL,C,,,GCC,7,2,1991,DN,DN32,35,1,EXACT
DN320NX_115,LUCAS,THEO,ROBINSON,1,DN320NX,1990-01-02,LUCAS,,THEO,,ROBINSON,,,LUC,L,,,THE,T,,,ROB,R,,,LTR,2,1,1990,DN,DN32,36,DN320NX_115,LUCAS,THEO,ROBINSON,1,DN320NX,1990-01-02,LUCAS,,THEO,,ROBINSON,,,LUC,L,,,THE,T,,,ROB,R,,,LTR,2,1,1990,DN,DN32,36,1,EXACT
DN320NX_116,THEA,DAISY,JAMES,2,DN320NX,1984-01-07,THEA,,DAISY,,JAMES,,,THE,T,,,DAI,D,,,JAM,J,,,TDJ,7,1,1984,DN,DN32,42,DN320NX_116,THEA,DAISY,JAMES,2,DN320NX,1984-01-07,THEA,,DAISY,,JAMES,,,THE,T,,,DAI,D,,,JAM,J,,,TDJ,7,1,1984,DN,DN32,42,1,EXACT
DN320NX_117,LUCIE,,EVANS,2,DN320NX,1988-01-01,LUCIE,,,,EVANS,,,LUC,L,,,,,,,EVA,E,,,LE,1,1,1988,DN,DN32,38,DN320NX_117,LUCIE,,EVANS,2,DN320NX,1988-01-01,LUCIE,,,,EVANS,,,LUC,L,,,,,,,EVA,E,,,LE,1,1,1988,DN,DN32,38,1,EXACT
DN320NX_12,,LUCAS,MURRAY,1,DN320NX,1991-02-03,,,LUCAS,,MURRAY,,,,,,,LUC,L,,,MUR,M,,,LM,3,2,1991,DN,DN32,35,DN320NX_12,,LUCAS,MURRAY,1,DN320NX,1991-02-03,,,LUCAS,,MURRAY,,,,,,,LUC,L,,,MUR,M,,,LM,3,2,1991,DN,DN32,35,1,EXACT
DN320NX_121,HARRISON,MUHAMMAD,BOOTH,1,DN320NX,1984-01-08,HARRISON,,MUHAMMAD,,BOOTH,,,HAR,H,,,MUH,M,,,BOO,B,,,HMB,8,1,1984,DN,DN32,42,DN320NX_121,HARRISON,MUHAMMAD,BOOTH,1,DN320NX,1984-01-08,HARRISON,,MUHAMMAD,,BOOTH,,,HAR,H,,,MUH,M,,,BOO,B,,,HMB,8,1,1984,DN,DN32,42,1,EXACT
DN320NX_125,DYLAN,MUHAMMAD,COLLINS,1,DN320NX,1987-03-01,DYLAN,,MUHAMMAD,,COLLINS,,,DYL,D,,,MUH,M,,,COL,C,,,DMC,1,3,1987,DN,DN32,39,DN320NX_125,DYLAN,MUHAMMAD,COLLINS,1,DN320NX,1987-03-01,DYLAN,,MUHAMMAD,,COLLINS,,,DYL,D,,,MUH,M,,,COL,C,,,DMC,1,3,1987,DN,DN32,39,1,EXACT
DN320NX_126,,DYLAN,JAMES,1,DN320NX,1983-03-04,,,DYLAN,,JAMES,,,,,,,DYL,D,,,JAM,J,,,DJ,4,3,1983,DN,DN32,43,DN320NX_126,,DYLAN,JAMES,1,DN320NX,1983-03-04,,,DYLAN,,JAMES,,,,,,,DYL,D,,,JAM,J,,,DJ,4,3,1983,DN,DN32,43,1,EXACT
DN320NX_129,LYLA,DAISY,ROBINSON,2,DN320NX,1989-03-08,LYLA,,DAISY,,ROBINSON,,,LYL,L,,,DAI,D,,,ROB,R,,,LDR,8,3,1989,DN,DN32,37,DN320NX_129,LYLA,DAISY,ROBINSON,2,DN320NX,1989-03-08,LYLA,,DAISY,,ROBINSON,,,LYL,L,,,DAI,D,,,ROB,R,,,LDR,8,3,1989,DN,DN32,37,1,EXACT
DN320NX_17,LUCIE,DAISY,HOPKINS,2,DN320NX,1990-02-05,LUCIE,,DAISY,,HOPKINS,,,LUC,L,,,DAI,D,,,HOP,H,,,LDH,5,2,1990,DN,DN32,36,DN320NX_17,LUCIE,DAISY,HOPKINS,2,DN320NX,1990-02-05,LUCIE,,DAISY,,HOPKINS,,,LUC,L,,,DAI,D,,,HOP,H,,,LDH,5,2,1990,DN,DN32,36,1,EXACT
DN320NX_2,LUCIE,ESME,ROBINSON,2,DN320NX,1988-01-03,LUCIE,,ESME,,ROBINSON,,,LUC,L,,,ESM,E,,,ROB,R,,,LER,3,1,1988,DN,DN32,38,DN320NX_2,LUCIE,ESME,ROBINSON,2,DN320NX,1988-01-03,LUCIE,,ESME,,ROBINSON,,,LUC,L,,,ESM,E,,,ROB,R,,,LER,3,1,1988,DN,DN32,38,1,EXACT
DN320NX_21,,LYLA,HOPKINS,2,DN320NX,1986-01-05,,,LYLA,,HOPKINS,,,,,,,LYL,L,,,HOP,H,,,LH,5,1,1986,DN,DN32,40,DN320NX_21,,LYLA,HOPKINS,2,DN320NX,1986-01-05,,,LYLA,,HOPKINS,,,,,,,LYL,L,,,HOP,H,,,LH,5,1,1986,DN,DN32,40,1,EXACT
DN320NX_24,,THEO,EVANS,1,DN320NX,1990-02-04,,,THEO,,EVANS,,,,,,,THE,T,,,EVA,E,,,TE,4,2,1990,DN,DN32,36,DN320NX_24,,THEO,EVANS,1,DN320NX,1990-02-04,,,THEO,,EVANS,,,,,,,THE,T,,,EVA,E,,,TE,4,2,1990,DN,DN32,36,1,EXACT
DN320NX_25,GEORGE,,ROBINSON,1,DN320NX,1993-02-07,GEORGE,,,,ROBINSON,,,GEO,G,,,,,,,ROB,R,,,GR,7,2,1993,DN,DN32,33,DN320NX_25,GEORGE,,ROBINSON,1,DN320NX,1993-02-07,GEORGE,,,,ROBINSON,,,GEO,G,,,,,,,ROB,R,,,GR,7,2,1993,DN,DN32,33,1,EXACT
DN320NX_28,LUCIE,ESME,EVANS,2,DN320NX,1984-03-03,LUCIE,,ESME,,EVANS,,,LUC,L,,,ESM,E,,,EVA,E,,,LEE,3,3,1984,DN,DN32,42,DN320NX_28,LUCIE,ESME,EVANS,2,DN320NX,1984-03-03,LUCIE,,ESME,,EVANS,,,LUC,L,,,ESM,E,,,EVA,E,,,LEE,3,3,1984,DN,DN32,42,1,EXACT
DN320NX_33,,,BOOTH,2,DN320NX,1984-02-07,,,,,BOOTH,,,,,,,,,,,BOO,B,,,B,7,2,1984,DN,DN32,42,DN320NX_33,,,BOOTH,2,DN320NX,1984-02-07,,,,,BOOTH,,,,,,,,,,,BOO,B,,,B,7,2,1984,DN,DN32,42,1,EXACT
DN320NX_34,DYLAN,GEORGE,COLLINS,1,DN320NX,1991-01-01,DYLAN,,GEORGE,,COLLINS,,,DYL,D,,,GEO,G,,,COL,C,,,DGC,1,1,1991,DN,DN32,35,DN320NX_34,DYLAN,GEORGE,COLLINS,1,DN320NX,1991-01-01,DYLAN,,GEORGE,,COLLINS,,,DYL,D,,,GEO,G,,,COL,C,,,DGC,1,1,1991,DN,DN32,35,1,EXACT
DN320NX_45,,,HARRISON,1,DN320NX,1983-01-02,,,,,HARRISON,,,,,,,,,,,HAR,H,,,H,2,1,1983,DN,DN32,43,DN320NX_45,,,HARRISON,1,DN320NX,1983-01-02,,,,,HARRISON,,,,,,,,,,,HAR,H,,,H,2,1,1983,DN,DN32,43,1,EXACT
DN320NX_52,LENA,DAISY,HOPKINS,2,DN320NX,1987-02-05,LENA,,DAISY,,HOPKINS,,,LEN,L,,,DAI,D,,,HOP,H,,,LDH,5,2,1987,DN,DN32,39,DN320NX_52,LENA,DAISY,HOPKINS,2,DN320NX,1987-02-05,LENA,,DAISY,,HOPKINS,,,LEN,L,,,DAI,D,,,HOP,H,,,LDH,5,2,1987,DN,DN32,39,1,EXACT
DN320NX_53,,,BOOTH,1,DN320NX,1990-01-02,,,,,BOOTH,,,,,,,,,,,BOO,B,,,B,2,1,1990,DN,DN32,36,DN320NX_53,,,BOOTH,1,DN320NX,1990-01-02,,,,,BOOTH,,,,,,,,,,,BOO,B,,,B,2,1,1990,DN,DN32,36,1,EXACT
DN320NX_54,MUHAMMAD,,JAMES,1,DN320NX,1985-03-01,MUHAMMAD,,,,JAMES,,,MUH,M,,,,,,,JAM,J,,,MJ,1,3,1985,DN,DN32,41,DN320NX_54,MUHAMMAD,,JAMES,1,DN320NX,1985-03-01,MUHAMMAD,,,,JAMES,,,MUH,M,,,,,,,JAM,J,,,MJ,1,3,1985,DN,DN32,41,1,EXACT
DN320NX_56,,ESME,COLLINS,2,DN320NX,1991-01-01,,,ESME,,COLLINS,,,,,,,ESM,E,,,COL,C,,,EC,1,1,1991,DN,DN32,35,DN320NX_56,,ESME,COLLINS,2,DN320NX,1991-01-01,,,ESME,,COLLINS,,,,,,,ESM,E,,,COL,C,,,EC,1,1,1991,DN,DN32,35,1,EXACT
DN320NX_57,MUHAMMAD,,EVANS,1,DN320NX,1988-02-02,MUHAMMAD,,,,EVANS,,,MUH,M,,,,,,,EVA,E,,,ME,2,2,1988,DN,DN32,38,DN320NX_57,MUHAMMAD,,EVANS,1,DN320NX,1988-02-02,MUHAMMAD,,,,EVANS,,,MUH,M,,,,,,,EVA,E,,,ME,2,2,1988,DN,DN32,38,1,EXACT
DN320NX_59,LENA,,WALLACE,2,DN320NX,1987-01-07,LENA,,,,WALLACE,,,LEN,L,,,,,,,WAL,W,,,LW,7,1,1987,DN,DN32,39,DN320NX_59,LENA,,WALLACE,2,DN320NX,1987-01-07,LENA,,,,WALLACE,,,LEN,L,,,,,,,WAL,W,,,LW,7,1,1987,DN,DN32,39,1,EXACT
DN320NX_6,,THEO,ROBINSON,1,DN320NX,1990-01-07,,,THEO,,ROBINSON,,,,,,,THE,T,,,ROB,R,,,TR,7,1,1990,DN,DN32,36,DN320NX_6,,THEO,ROBINSON,1,DN320NX,1990-01-07,,,THEO,,ROBINSON,,,,,,,THE,T,,,ROB,R,,,TR,7,1,1990,DN,DN32,36,1,EXACT
DN320NX_60,FLORENCE,HOLLIE,ROBINSON,2,DN320NX,1993-02-05,FLORENCE,,HOLLIE,,ROBINSON,,,FLO,F,,,HOL,H,,,ROB,R,,,FHR,5,2,1993,DN,DN32,33,DN320NX_60,FLORENCE,HOLLIE,ROBINSON,2,DN320NX,1993-02-05,FLORENCE,,HOLLIE,,ROBINSON,,,FLO,F,,,HOL,H,,,ROB,R,,,FHR,5,2,1993,DN,DN32,33,1,EXACT
DN320NX_61,DYLAN,HARRISON,EVANS,1,DN320NX,1985-02-04,DYLAN,,HARRISON,,EVANS,,,DYL,D,,,HAR,H,,,EVA,E,,,DHE,4,2,1985,DN,DN32,41,DN320NX_61,DYLAN,HARRISON,EVANS,1,DN320NX,1985-02-04,DYLAN,,HARRISON,,EVANS,,,DYL,D,,,HAR,H,,,EVA,E,,,DHE,4,2,1985,DN,DN32,41,1,EXACT
DN320NX_63,CAMERON,THEO,CHAPMAN,1,DN320NX,1987-03-08,CAMERON,,THEO,,CHAPMAN,,,CAM,C,,,THE,T,,,CHA,C,,,CTC,8,3,1987,DN,DN32,39,DN320NX_63,CAMERON,THEO,CHAPMAN,1,DN320NX,1987-03-08,CAMERON,,THEO,,CHAPMAN,,,CAM,C,,,THE,T,,,CHA,C,,,CTC,8,3,1987,DN,DN32,39,1,EXACT
DN320NX_64,MUHAMMAD,,HARRISON,1,DN320NX,1992-02-05,MUHAMMAD,,,,HARRISON,,,MUH,M,,,,,,,HAR,H,,,MH,5,2,1992,DN,DN32,34,DN320NX_64,MUHAMMAD,,HARRISON,1,DN320NX,1992-02-05,MUHAMMAD,,,,HARRISON,,,MUH,M,,,,,,,HAR,H,,,MH,5,2,1992,DN,DN32,34,1,EXACT
